Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Cellular Response To Oxidative Stress (GO:0034599)	3.409110e-01	4.334190e-01	0	0	1.670074e+00	1.797223e+00	NQO1;PYCR1
GO_Biological_Process_2023	Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902)	3.409110e-01	4.334190e-01	0	0	1.670074e+00	1.797223e+00	HMGA2;EZH2
GO_Biological_Process_2023	Notch Signaling Pathway (GO:0007219)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	DLL3
GO_Biological_Process_2023	Regulation Of Microtubule Cytoskeleton Organization (GO:0070507)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	SKA3
GO_Biological_Process_2023	Aortic Valve Development (GO:0003176)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	TWIST1
GO_Biological_Process_2023	Regulation Of Small Molecule Metabolic Process (GO:0062012)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	PDK1
GO_Biological_Process_2023	Ceramide Biosynthetic Process (GO:0046513)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	B4GALNT1
GO_Biological_Process_2023	Double-Strand Break Repair Via Nonhomologous End Joining (GO:0006303)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	POLQ
GO_Biological_Process_2023	Stem Cell Differentiation (GO:0048863)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	HMGA2
GO_Biological_Process_2023	Water-Soluble Vitamin Metabolic Process (GO:0006767)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	SLC2A1
GO_Biological_Process_2023	Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	E2F7
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Polymerization (GO:0030838)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	BAIAP2L2
GO_Biological_Process_2023	Positive Regulation Of Response To Biotic Stimulus (GO:0002833)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	POLR3G
GO_Biological_Process_2023	Positive Regulation Of Wound Healing (GO:0090303)	3.423600e-01	4.334190e-01	0	0	2.439522e+00	2.614906e+00	FERMT1
GO_Biological_Process_2023	Positive Regulation Of Cell Projection Organization (GO:0031346)	3.484682e-01	4.385981e-01	0	0	1.641189e+00	1.730155e+00	FUT9;GPC2
GO_Biological_Process_2023	Regulation Of Dendrite Development (GO:0050773)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	LRP8
GO_Biological_Process_2023	SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	KIF14
GO_Biological_Process_2023	Regulation Of Neurotransmitter Receptor Activity (GO:0099601)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	NETO1
GO_Biological_Process_2023	Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	PMAIP1
GO_Biological_Process_2023	Cellular Response To Glucose Starvation (GO:0042149)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	PMAIP1
GO_Biological_Process_2023	Substantia Nigra Development (GO:0021762)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	SYNGR3
GO_Biological_Process_2023	Non-Canonical Wnt Signaling Pathway (GO:0035567)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	CELSR3
GO_Biological_Process_2023	Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	ITPKA
GO_Biological_Process_2023	Positive Regulation Of Osteoblast Differentiation (GO:0045669)	3.492182e-01	4.385981e-01	0	0	2.378469e+00	2.502288e+00	CCNA2
GO_Biological_Process_2023	Determination Of Heart Left/Right Asymmetry (GO:0061371)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	STIL
GO_Biological_Process_2023	Embryonic Heart Tube Morphogenesis (GO:0003143)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	STIL
GO_Biological_Process_2023	Energy Derivation By Oxidation Of Organic Compounds (GO:0015980)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	LEP
GO_Biological_Process_2023	Glycolipid Biosynthetic Process (GO:0009247)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	FUT9
GO_Biological_Process_2023	Lipid Modification (GO:0030258)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	PLPP2
GO_Biological_Process_2023	Lymphocyte Chemotaxis (GO:0048247)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	CXCL13
GO_Biological_Process_2023	Modulation By Host Of Symbiont Process (GO:0051851)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	HMGA2
GO_Biological_Process_2023	Organic Hydroxy Compound Biosynthetic Process (GO:1901617)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	PSAT1
GO_Biological_Process_2023	Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	CD19
GO_Biological_Process_2023	Regulation Of Cell-Cell Adhesion (GO:0022407)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	FUT9
GO_Biological_Process_2023	Regulation Of Cellular Component Size (GO:0032535)	3.560051e-01	4.432585e-01	0	0	2.320393e+00	2.396526e+00	RAB3B
GO_Biological_Process_2023	Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	3.602368e-01	4.481753e-01	0	0	1.414057e+00	1.443743e+00	GREM1;TPBG;LGR4
GO_Biological_Process_2023	Embryonic Organ Morphogenesis (GO:0048562)	3.627214e-01	4.495023e-01	0	0	2.265084e+00	2.297067e+00	HOXB9
GO_Biological_Process_2023	Neurotransmitter Secretion (GO:0007269)	3.627214e-01	4.495023e-01	0	0	2.265084e+00	2.297067e+00	STX1A
GO_Biological_Process_2023	Nucleus Organization (GO:0006997)	3.627214e-01	4.495023e-01	0	0	2.265084e+00	2.297067e+00	CEP55
GO_Biological_Process_2023	Positive Regulation Of Innate Immune Response (GO:0045089)	3.627214e-01	4.495023e-01	0	0	2.265084e+00	2.297067e+00	POLR3G
GO_Biological_Process_2023	Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260)	3.627214e-01	4.495023e-01	0	0	2.265084e+00	2.297067e+00	GREM1
GO_Biological_Process_2023	Negative Regulation Of Cell Growth (GO:0030308)	3.634928e-01	4.497550e-01	0	0	1.586308e+00	1.605337e+00	CDKN2A;TRIM46
GO_Biological_Process_2023	Positive Regulation Of Defense Response (GO:0031349)	3.634928e-01	4.497550e-01	0	0	1.586308e+00	1.605337e+00	AIM2;POLR3G
GO_Biological_Process_2023	Enzyme-Linked Receptor Protein Signaling Pathway (GO:0007167)	3.672288e-01	4.527827e-01	0	0	1.573155e+00	1.575939e+00	INSRR;IL31RA
GO_Biological_Process_2023	Modulation Of Chemical Synaptic Transmission (GO:0050804)	3.672288e-01	4.527827e-01	0	0	1.573155e+00	1.575939e+00	FER1L4;LRP8
GO_Biological_Process_2023	Regulation Of Cellular Metabolic Process (GO:0031323)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	FOXM1
GO_Biological_Process_2023	Antibacterial Humoral Response (GO:0019731)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	WFDC3
GO_Biological_Process_2023	Regulation Of Nervous System Development (GO:0051960)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	KIF14
GO_Biological_Process_2023	Autophagosome Maturation (GO:0097352)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	VMP1
GO_Biological_Process_2023	Cellular Component Disassembly (GO:0022411)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	MMP11
GO_Biological_Process_2023	Establishment Of Protein Localization To Extracellular Region (GO:0035592)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	RAB3B
GO_Biological_Process_2023	Extracellular Matrix Disassembly (GO:0022617)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	MMP11
GO_Biological_Process_2023	Neural Crest Cell Development (GO:0014032)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	GDNF
GO_Biological_Process_2023	Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	ECT2
GO_Biological_Process_2023	Regulation Of Cell-Substrate Adhesion (GO:0010810)	3.693679e-01	4.527827e-01	0	0	2.212346e+00	2.203413e+00	SPOCK1
GO_Biological_Process_2023	Regulation Of Cytokine Production Involved In Inflammatory Response (GO:1900015)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	LEP
GO_Biological_Process_2023	Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	CHEK1
GO_Biological_Process_2023	Regulation Of Stem Cell Differentiation (GO:2000736)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	GDNF
GO_Biological_Process_2023	Cognition (GO:0050890)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	TMPRSS11E
GO_Biological_Process_2023	Negative Regulation Of Cold-Induced Thermogenesis (GO:0120163)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	LGR4
GO_Biological_Process_2023	Organic Hydroxy Compound Transport (GO:0015850)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	ABCC2
GO_Biological_Process_2023	Positive Regulation Of Cell-Cell Adhesion (GO:0022409)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	CXCL13
GO_Biological_Process_2023	Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661)	3.759452e-01	4.580116e-01	0	0	2.162006e+00	2.115117e+00	P2RY6
GO_Biological_Process_2023	Golgi To Plasma Membrane Transport (GO:0006893)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	RAB26
GO_Biological_Process_2023	T Cell Differentiation (GO:0030217)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	LEP
GO_Biological_Process_2023	Amino Acid Transport (GO:0006865)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	SLC7A11
GO_Biological_Process_2023	Cilium Movement (GO:0003341)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	CABYR
GO_Biological_Process_2023	Response To Hydrogen Peroxide (GO:0042542)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	ECT2
GO_Biological_Process_2023	Positive Regulation Of TOR Signaling (GO:0032008)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	LEP
GO_Biological_Process_2023	Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	SRPX2
GO_Biological_Process_2023	Protein Sumoylation (GO:0016925)	3.824540e-01	4.630937e-01	0	0	2.113903e+00	2.031772e+00	STX1A
GO_Biological_Process_2023	Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	3.888952e-01	4.698162e-01	0	0	2.067892e+00	1.953011e+00	PMAIP1
GO_Biological_Process_2023	Bicellular Tight Junction Assembly (GO:0070830)	3.888952e-01	4.698162e-01	0	0	2.067892e+00	1.953011e+00	ECT2
GO_Biological_Process_2023	Regulation Of Wound Healing (GO:0061041)	3.888952e-01	4.698162e-01	0	0	2.067892e+00	1.953011e+00	VIL1
GO_Biological_Process_2023	Golgi Organization (GO:0007030)	3.894576e-01	4.701374e-01	0	0	1.498584e+00	1.413165e+00	VMP1;CDK1
GO_Biological_Process_2023	Circulatory System Development (GO:0072359)	3.931293e-01	4.738478e-01	0	0	1.486836e+00	1.388135e+00	COL3A1;SALL1
GO_Biological_Process_2023	Negative Regulation Of Cell Motility (GO:2000146)	3.931293e-01	4.738478e-01	0	0	1.486836e+00	1.388135e+00	FRMD5;SULF1
GO_Biological_Process_2023	Proteasomal Protein Catabolic Process (GO:0010498)	3.940302e-01	4.739046e-01	0	0	1.334321e+00	1.242690e+00	KIF14;PMAIP1;PRAME
GO_Biological_Process_2023	Regulation Of Interferon-Beta Production (GO:0032648)	3.952694e-01	4.739046e-01	0	0	2.023839e+00	1.878502e+00	POLR3G
GO_Biological_Process_2023	Cellular Response To Mechanical Stimulus (GO:0071260)	3.952694e-01	4.739046e-01	0	0	2.023839e+00	1.878502e+00	CHEK1
GO_Biological_Process_2023	Chloride Transmembrane Transport (GO:1902476)	3.952694e-01	4.739046e-01	0	0	2.023839e+00	1.878502e+00	GABRA3
GO_Biological_Process_2023	Cytoplasmic Microtubule Organization (GO:0031122)	3.952694e-01	4.739046e-01	0	0	2.023839e+00	1.878502e+00	FSD1
GO_Biological_Process_2023	Erythrocyte Differentiation (GO:0030218)	3.952694e-01	4.739046e-01	0	0	2.023839e+00	1.878502e+00	FLVCR1
GO_Biological_Process_2023	Post-Translational Protein Modification (GO:0043687)	3.952694e-01	4.739046e-01	0	0	2.023839e+00	1.878502e+00	CCNA2
GO_Biological_Process_2023	Regulation Of Cell Growth (GO:0001558)	3.996214e-01	4.787603e-01	0	0	1.321893e+00	1.212490e+00	CDKN2A;KIF14;SPOCK1
GO_Biological_Process_2023	Intracellular Iron Ion Homeostasis (GO:0006879)	4.015772e-01	4.800150e-01	0	0	1.981621e+00	1.807943e+00	FLVCR1
GO_Biological_Process_2023	Intrinsic Apoptotic Signaling Pathway In Response To DNA Damage (GO:0008630)	4.015772e-01	4.800150e-01	0	0	1.981621e+00	1.807943e+00	BCL2L10
GO_Biological_Process_2023	Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862)	4.015772e-01	4.800150e-01	0	0	1.981621e+00	1.807943e+00	TTK
GO_Biological_Process_2023	G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	TSHR
GO_Biological_Process_2023	Regulation Of Epithelial Cell Migration (GO:0010632)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	VIL1
GO_Biological_Process_2023	Cardiac Muscle Tissue Development (GO:0048738)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	GREM1
GO_Biological_Process_2023	Regulation Of Smoothened Signaling Pathway (GO:0008589)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	TEDC2
GO_Biological_Process_2023	Dicarboxylic Acid Metabolic Process (GO:0043648)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	GPT2
GO_Biological_Process_2023	Negative Regulation Of Viral Genome Replication (GO:0045071)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	HMGA2
GO_Biological_Process_2023	Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	VIL1
GO_Biological_Process_2023	Positive Regulation Of Developmental Growth (GO:0048639)	4.078194e-01	4.845531e-01	0	0	1.941126e+00	1.741056e+00	LEP
GO_Biological_Process_2023	Regulation Of Protein Kinase B Signaling (GO:0051896)	4.113334e-01	4.881698e-01	0	0	1.430742e+00	1.271001e+00	AIM2;LEP
GO_Biological_Process_2023	Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	4.114794e-01	4.881698e-01	0	0	1.232130e+00	1.094127e+00	CDC20;UBE2C;KIF14;PRAME
GO_Biological_Process_2023	Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	4.135350e-01	4.889603e-01	0	0	1.291808e+00	1.140683e+00	AIM2;CILP;TWIST1
GO_Biological_Process_2023	Positive Regulation Of Cytokine Production (GO:0001819)	4.138099e-01	4.889603e-01	0	0	1.228122e+00	1.083631e+00	LEP;TWIST1;PAEP;SULF1
GO_Biological_Process_2023	Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279)	4.139967e-01	4.889603e-01	0	0	1.902251e+00	1.677590e+00	CD19
GO_Biological_Process_2023	Negative Regulation Of Response To Stimulus (GO:0048585)	4.139967e-01	4.889603e-01	0	0	1.902251e+00	1.677590e+00	COL3A1
GO_Biological_Process_2023	Organelle Disassembly (GO:1903008)	4.139967e-01	4.889603e-01	0	0	1.902251e+00	1.677590e+00	CDK1
GO_Biological_Process_2023	Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	4.139967e-01	4.889603e-01	0	0	1.902251e+00	1.677590e+00	COL3A1
GO_Biological_Process_2023	Vesicle-Mediated Transport (GO:0016192)	4.143060e-01	4.889613e-01	0	0	1.189914e+00	1.048493e+00	OCIAD2;LRP8;SYT7;STX1A;SPTBN2
GO_Biological_Process_2023	Regulation Of Proteolysis (GO:0030162)	4.201097e-01	4.936055e-01	0	0	1.864901e+00	1.617316e+00	PLK1
GO_Biological_Process_2023	Cell Cycle G1/S Phase Transition (GO:0044843)	4.201097e-01	4.936055e-01	0	0	1.864901e+00	1.617316e+00	CCNA2
GO_Biological_Process_2023	Tight Junction Assembly (GO:0120192)	4.201097e-01	4.936055e-01	0	0	1.864901e+00	1.617316e+00	ECT2
GO_Biological_Process_2023	Gonad Development (GO:0008406)	4.201097e-01	4.936055e-01	0	0	1.864901e+00	1.617316e+00	SALL1
GO_Biological_Process_2023	Negative Regulation Of Metabolic Process (GO:0009892)	4.201097e-01	4.936055e-01	0	0	1.864901e+00	1.617316e+00	LGR4
GO_Biological_Process_2023	Positive Regulation Of Telomere Maintenance (GO:0032206)	4.201097e-01	4.936055e-01	0	0	1.864901e+00	1.617316e+00	NEK2
GO_Biological_Process_2023	Organelle Organization (GO:0006996)	4.224796e-01	4.959340e-01	0	0	1.178002e+00	1.014983e+00	VMP1;KIF4A;MAST1;CDCA8;CEP55
GO_Biological_Process_2023	Intracellular Calcium Ion Homeostasis (GO:0006874)	4.257014e-01	4.959340e-01	0	0	1.388815e+00	1.186072e+00	SLC24A2;ATP2A1
GO_Biological_Process_2023	Negative Regulation Of Wnt Signaling Pathway (GO:0030178)	4.257014e-01	4.959340e-01	0	0	1.388815e+00	1.186072e+00	GREM1;TPBG
GO_Biological_Process_2023	Actin Cytoskeleton Reorganization (GO:0031532)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	INSRR
GO_Biological_Process_2023	Actin Polymerization Or Depolymerization (GO:0008154)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	VIL1
GO_Biological_Process_2023	Carboxylic Acid Transport (GO:0046942)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	SLC16A9
GO_Biological_Process_2023	Ceramide Metabolic Process (GO:0006672)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	PLPP2
GO_Biological_Process_2023	Negative Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000117)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	CST1
GO_Biological_Process_2023	Negative Regulation Of Neuron Projection Development (GO:0010977)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	SPOCK1
GO_Biological_Process_2023	Positive Regulation Of Chemokine Production (GO:0032722)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	TWIST1
GO_Biological_Process_2023	Protein K63-linked Ubiquitination (GO:0070534)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	UBE2T
GO_Biological_Process_2023	Purine Ribonucleotide Biosynthetic Process (GO:0009152)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	PAICS
GO_Biological_Process_2023	Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)	4.261591e-01	4.959340e-01	0	0	1.828987e+00	1.560021e+00	RBFOX1
GO_Biological_Process_2023	Negative Regulation Of Multicellular Organismal Process (GO:0051241)	4.273458e-01	4.969501e-01	0	0	1.263053e+00	1.073800e+00	DLX1;PAEP;LGR4
GO_Biological_Process_2023	Apical Junction Assembly (GO:0043297)	4.321455e-01	5.017954e-01	0	0	1.794429e+00	1.505513e+00	ECT2
GO_Biological_Process_2023	Monoatomic Anion Transmembrane Transport (GO:0098656)	4.321455e-01	5.017954e-01	0	0	1.794429e+00	1.505513e+00	GABRA3
GO_Biological_Process_2023	Proteolysis (GO:0006508)	4.369940e-01	5.070538e-01	0	0	1.189413e+00	9.846385e-01	ADAMTS14;ADAM12;TMPRSS11E;LRP8
GO_Biological_Process_2023	Defense Response To Symbiont (GO:0140546)	4.434005e-01	5.121052e-01	0	0	1.339729e+00	1.089577e+00	AIM2;PMAIP1
GO_Biological_Process_2023	Dephosphorylation (GO:0016311)	4.434005e-01	5.121052e-01	0	0	1.339729e+00	1.089577e+00	PTPRH;PLPP2
GO_Biological_Process_2023	Regulation Of Stem Cell Population Maintenance (GO:2000036)	4.439322e-01	5.121052e-01	0	0	1.729081e+00	1.404158e+00	HMGA2
GO_Biological_Process_2023	Chemokine-Mediated Signaling Pathway (GO:0070098)	4.439322e-01	5.121052e-01	0	0	1.729081e+00	1.404158e+00	CXCL13
GO_Biological_Process_2023	Monoatomic Anion Transport (GO:0006820)	4.439322e-01	5.121052e-01	0	0	1.729081e+00	1.404158e+00	TTYH1
GO_Biological_Process_2023	Myeloid Cell Differentiation (GO:0030099)	4.439322e-01	5.121052e-01	0	0	1.729081e+00	1.404158e+00	FLVCR1
GO_Biological_Process_2023	Positive Regulation Of DNA-templated Transcription Initiation (GO:2000144)	4.439322e-01	5.121052e-01	0	0	1.729081e+00	1.404158e+00	TWIST1
GO_Biological_Process_2023	Regulation Of Cation Channel Activity (GO:2001257)	4.439322e-01	5.121052e-01	0	0	1.729081e+00	1.404158e+00	NETO1
GO_Biological_Process_2023	Neuron Projection Morphogenesis (GO:0048812)	4.469041e-01	5.150491e-01	0	0	1.330323e+00	1.071457e+00	TRIM46;EPHB1
GO_Biological_Process_2023	RNA Catabolic Process (GO:0006401)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	DNA2
GO_Biological_Process_2023	Regulation Of Multicellular Organismal Development (GO:2000026)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	CDK1
GO_Biological_Process_2023	Response To Organic Cyclic Compound (GO:0014070)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	PMAIP1
GO_Biological_Process_2023	Inorganic Anion Transport (GO:0015698)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	TTYH1
GO_Biological_Process_2023	Membrane Lipid Biosynthetic Process (GO:0046467)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	PLPP2
GO_Biological_Process_2023	Memory (GO:0007613)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	NETO1
GO_Biological_Process_2023	Negative Regulation Of Protein-Containing Complex Assembly (GO:0031333)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	KIF14
GO_Biological_Process_2023	Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	AIM2
GO_Biological_Process_2023	Positive Regulation Of Mitochondrion Organization (GO:0010822)	4.497337e-01	5.150491e-01	0	0	1.698158e+00	1.356997e+00	PMAIP1
GO_Biological_Process_2023	Regulation Of Phagocytosis (GO:0050764)	4.554749e-01	5.204958e-01	0	0	1.668320e+00	1.311991e+00	SYT7
GO_Biological_Process_2023	Cellular Response To Chemokine (GO:1990869)	4.554749e-01	5.204958e-01	0	0	1.668320e+00	1.311991e+00	CXCL13
GO_Biological_Process_2023	Positive Regulation Of Proteolysis (GO:0045862)	4.554749e-01	5.204958e-01	0	0	1.668320e+00	1.311991e+00	PLK1
GO_Biological_Process_2023	Negative Regulation Of DNA-binding Transcription Factor Activity (GO:0043433)	4.573402e-01	5.218749e-01	0	0	1.302880e+00	1.019279e+00	AIM2;CDKN2A
GO_Biological_Process_2023	Neuron Development (GO:0048666)	4.573402e-01	5.218749e-01	0	0	1.302880e+00	1.019279e+00	GDNF;POU3F2
GO_Biological_Process_2023	Autophagosome Organization (GO:1905037)	4.611563e-01	5.258509e-01	0	0	1.639511e+00	1.269011e+00	VMP1
GO_Biological_Process_2023	Chromatin Organization (GO:0006325)	4.626830e-01	5.272125e-01	0	0	1.193922e+00	9.201714e-01	CHEK1;HMGA2;EZH2
GO_Biological_Process_2023	Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844)	4.667785e-01	5.299742e-01	0	0	1.611678e+00	1.227938e+00	CXCL13
GO_Biological_Process_2023	Fatty Acid Catabolic Process (GO:0009062)	4.667785e-01	5.299742e-01	0	0	1.611678e+00	1.227938e+00	GLYATL2
GO_Biological_Process_2023	Homophilic Cell Adhesion Via Plasma Membrane Adhesion Molecules (GO:0007156)	4.667785e-01	5.299742e-01	0	0	1.611678e+00	1.227938e+00	IGSF9
GO_Biological_Process_2023	Negative Regulation Of Peptidase Activity (GO:0010466)	4.667785e-01	5.299742e-01	0	0	1.611678e+00	1.227938e+00	SPOCK1
GO_Biological_Process_2023	Positive Regulation Of Interleukin-8 Production (GO:0032757)	4.667785e-01	5.299742e-01	0	0	1.611678e+00	1.227938e+00	LEP
GO_Biological_Process_2023	Positive Regulation Of DNA-binding Transcription Factor Activity (GO:0051091)	4.680373e-01	5.310230e-01	0	0	1.183948e+00	8.988624e-01	AIM2;ZIC2;LRP8
GO_Biological_Process_2023	Cellular Response To Growth Factor Stimulus (GO:0071363)	4.710763e-01	5.337069e-01	0	0	1.267997e+00	9.544656e-01	VIL1;DLX1
GO_Biological_Process_2023	Peptide Biosynthetic Process (GO:0043043)	4.710763e-01	5.337069e-01	0	0	1.267997e+00	9.544656e-01	EEF1A2;IGF2BP3
GO_Biological_Process_2023	Negative Regulation Of Autophagy (GO:0010507)	4.723423e-01	5.339961e-01	0	0	1.584773e+00	1.188661e+00	LEP
GO_Biological_Process_2023	Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235)	4.723423e-01	5.339961e-01	0	0	1.584773e+00	1.188661e+00	PMAIP1
GO_Biological_Process_2023	Positive Regulation Of Type I Interferon Production (GO:0032481)	4.723423e-01	5.339961e-01	0	0	1.584773e+00	1.188661e+00	POLR3G
GO_Biological_Process_2023	Positive Regulation Of Response To External Stimulus (GO:0032103)	4.744777e-01	5.360279e-01	0	0	1.259564e+00	9.390565e-01	AIM2;POLR3G
GO_Biological_Process_2023	Cell Junction Organization (GO:0034330)	4.778482e-01	5.383009e-01	0	0	1.558750e+00	1.151078e+00	VMP1
GO_Biological_Process_2023	Spliceosomal Complex Assembly (GO:0000245)	4.778482e-01	5.383009e-01	0	0	1.558750e+00	1.151078e+00	KHDC4
GO_Biological_Process_2023	Fat Cell Differentiation (GO:0045444)	4.778482e-01	5.383009e-01	0	0	1.558750e+00	1.151078e+00	HMGA2
GO_Biological_Process_2023	Phosphatidylinositol-Mediated Signaling (GO:0048015)	4.778482e-01	5.383009e-01	0	0	1.558750e+00	1.151078e+00	KCNH1
